QueryNumber,OriginalNodePath,SyntheticNodePath,OriginalNodeName,SyntheticNodeName,OriginalDepth,SyntheticDepth,OriginalSimilarityState,SyntheticSimilarityState,OriginalMatchNumber,SyntheticMatchNumber
57,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,14,12,0,0,416,416
57,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,10,0,0,417,417
57,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,6,0,0,418,418
57,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Index Scan,Index Scan,Index Scan,9,4,0,0,414,414
57,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,419,419
58,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,14,12,0,0,423,423
58,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,10,0,0,424,424
58,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Index Scan,Index Scan,Index Scan,9,4,0,0,421,421
58,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,6,0,0,425,425
58,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,12,8,0,0,422,422
58,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,426,426
59,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,13,10,0,0,431,431
59,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,433,433
59,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Index Scan,Index Scan,Index Scan,9,4,0,0,428,428
59,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,14,12,0,0,430,430
59,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Index Scan,Index Scan,12,8,0,0,429,429
59,Finalize Aggregate/Gather/Partial Aggregate/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,6,0,0,432,432
60,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,442,442
60,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Memoize/Index Only Scan,Index Only Scan,Index Only Scan,10,11,0,0,441,441
60,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Nested Loop/Index Scan,Index Scan,Index Scan,7,12,0,0,436,436
60,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,5,0,0,437,437
60,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Nested Loop/Hash Join/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,8,14,0,0,439,439
60,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,8,0,0,438,438
60,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,5,8,0,0,440,440
60,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,4,7,0,0,435,435
61,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Only Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Memoize/Index Only Scan,Index Only Scan,Index Only Scan,4,11,0,0,449,449
61,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,15,0,0,447,447
61,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,8,0,0,446,446
61,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,5,0,0,445,445
61,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,12,0,0,448,448
61,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,450,450
61,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,8,7,0,0,444,444
62,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,8,7,0,0,452,452
62,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Nested Loop/Hash Join/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,14,0,0,455,455
62,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,8,0,0,454,454
62,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,5,0,0,453,453
62,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,458,458
62,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Only Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Memoize/Index Only Scan,Index Only Scan,Index Only Scan,4,11,0,0,457,457
62,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,8,0,0,456,456
63,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,8,0,0,464,464
63,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,8,0,0,462,462
63,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,466,466
63,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,8,7,0,0,460,460
63,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,5,0,0,461,461
63,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Only Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Memoize/Index Only Scan,Index Only Scan,Index Only Scan,4,11,0,0,465,465
63,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Nested Loop/Hash Join/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,14,0,0,463,463
64,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,475,475
64,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Only Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Memoize/Index Only Scan,Index Only Scan,Index Only Scan,10,11,0,0,474,474
64,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,5,8,0,0,473,473
64,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Nested Loop/Hash Join/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,8,14,0,0,472,472
64,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,8,0,0,471,471
64,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Nested Loop/Index Scan,Index Scan,Index Scan,7,12,0,0,469,469
64,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Hash Join/Gather/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,4,7,0,0,468,468
64,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,12,5,0,0,470,470
65,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Semi Join/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,5,9,0,0,481,481
65,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,483,483
65,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Semi Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,11,8,0,0,479,479
65,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Seq Scan,Seq Scan,Seq Scan,12,4,0,0,478,478
65,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Index Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Semi Join/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,7,8,0,0,477,477
65,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Only Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Semi Join/Nested Loop/Index Only Scan,Index Only Scan,Index Only Scan,4,7,0,0,482,482
65,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Sort/Nested Loop/Gather/Parallel Hash Semi Join/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Hash Join/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,8,14,0,0,480,480
66,Aggregate/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,10,6,0,0,486,486
66,Aggregate/Nested Loop/Gather/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,4,15,0,0,485,485
66,Aggregate,Sort,Aggregate,Sort,0,0,0,0,491,491
66,Aggregate/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,5,8,0,0,490,490
66,Aggregate/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,9,11,0,0,487,487
66,Aggregate/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,5,0,0,488,488
66,Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,2,7,0,0,484,484
66,Aggregate/Nested Loop/Gather/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,8,10,0,0,489,489
67,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,10,11,0,0,497,497
67,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,11,6,0,0,496,496
67,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Parallel Hash/Parallel Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,6,8,0,0,500,500
67,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,10,0,0,499,499
67,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Parallel Hash Join/Parallel Hash/Nested Loop/Nested Loop/Nested Loop/Index Scan,Index Scan,Index Scan,5,15,0,0,495,495
67,Finalize Aggregate,Sort,Finalize Aggregate,Sort,0,0,0,0,501,501
67,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Index Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Nested Loop/Index Scan,Index Scan,Index Scan,4,7,0,0,494,494
67,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,10,5,0,0,498,498
68,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Parallel Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Parallel Seq Scan,Parallel Seq Scan,Parallel Seq Scan,9,10,0,0,509,509
68,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather Merge/Sort/Parallel Hash Semi Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,10,11,0,0,507,507
68,Finalize Aggregate/Gather/Partial Aggregate/Nested Loop/Nested Loop/Parallel Hash Join/Parallel Hash/Parallel Hash Join/Parallel Hash/Hash Join/Hash/Seq Scan,Sort/GroupAggregate/Nested Loop Semi Join/Gather/Hash Join/Hash/Seq Scan,Seq Scan,Seq Scan,11,6,0,0,506,506
