QueryNumber,Tree,NodeName,Depth,SimilarityState,MatchNumber,ParentNode,NumberOfChildren
44,Synthetic,Hash,11,1,310,Hash Join,1
44,Synthetic,Seq Scan,12,0,308,Hash,0
44,Synthetic,Hash,10,16,0,Hash Join,1
44,Synthetic,Hash Join,11,16,0,Hash,2
44,Synthetic,Seq Scan,12,0,305,Hash Join,0
44,Synthetic,Hash,12,1,311,Hash Join,1
44,Synthetic,Seq Scan,13,0,304,Hash,0
44,Synthetic,Index Scan,9,16,0,Nested Loop,0
44,Synthetic,Index Scan,5,0,303,Nested Loop,0
44,Synthetic,Index Scan,4,0,302,Nested Loop,0
45,Original,Aggregate,0,0,321,,1
45,Original,Gather,1,16,0,Aggregate,1
45,Original,Nested Loop,2,16,0,Gather,2
45,Original,Nested Loop,3,16,0,Nested Loop,2
45,Original,Nested Loop,4,16,0,Nested Loop,2
45,Original,Parallel Hash Join,5,16,0,Nested Loop,2
45,Original,Hash Join,6,16,0,Parallel Hash Join,2
45,Original,Parallel Seq Scan,7,0,320,Hash Join,0
45,Original,Hash,7,1,322,Hash Join,1
45,Original,Seq Scan,8,0,319,Hash,0
45,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
45,Original,Parallel Hash Join,7,16,0,Parallel Hash,2
45,Original,Hash Join,8,16,0,Parallel Hash Join,2
45,Original,Parallel Seq Scan,9,0,317,Hash Join,0
45,Original,Hash,9,0,324,Hash Join,1
45,Original,Seq Scan,10,0,315,Hash,0
45,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
45,Original,Hash Join,9,16,0,Parallel Hash,2
45,Original,Parallel Seq Scan,10,0,316,Hash Join,0
45,Original,Hash,10,0,323,Hash Join,1
45,Original,Seq Scan,11,0,314,Hash,0
45,Original,Index Scan,5,0,318,Nested Loop,0
45,Original,Index Scan,4,0,313,Nested Loop,0
45,Original,Index Scan,3,0,312,Nested Loop,0
45,Synthetic,Sort,0,0,321,,1
45,Synthetic,GroupAggregate,1,16,0,Sort,1
45,Synthetic,Sort,2,16,0,GroupAggregate,1
45,Synthetic,Nested Loop,3,16,0,Sort,2
45,Synthetic,Hash Join,4,16,0,Nested Loop,2
45,Synthetic,Gather,5,16,0,Hash Join,1
45,Synthetic,Nested Loop,6,16,0,Gather,2
45,Synthetic,Parallel Hash Join,7,16,0,Nested Loop,2
45,Synthetic,Parallel Seq Scan,8,0,320,Parallel Hash Join,0
45,Synthetic,Parallel Hash,8,16,0,Parallel Hash Join,1
45,Synthetic,Nested Loop,9,16,0,Parallel Hash,2
45,Synthetic,Parallel Hash Join,10,16,0,Nested Loop,2
45,Synthetic,Hash Join,11,16,0,Parallel Hash Join,2
45,Synthetic,Parallel Seq Scan,12,0,317,Hash Join,0
45,Synthetic,Hash,12,0,324,Hash Join,1
45,Synthetic,Seq Scan,13,0,315,Hash,0
45,Synthetic,Parallel Hash,11,16,0,Parallel Hash Join,1
45,Synthetic,Hash Join,12,16,0,Parallel Hash,2
45,Synthetic,Parallel Seq Scan,13,0,316,Hash Join,0
45,Synthetic,Hash,13,0,323,Hash Join,1
45,Synthetic,Seq Scan,14,0,314,Hash,0
45,Synthetic,Index Scan,10,0,318,Nested Loop,0
45,Synthetic,Index Scan,7,0,313,Nested Loop,0
45,Synthetic,Hash,5,1,322,Hash Join,1
45,Synthetic,Seq Scan,6,0,319,Hash,0
45,Synthetic,Index Scan,4,0,312,Nested Loop,0
46,Original,Aggregate,0,0,333,,1
46,Original,Nested Loop,1,16,0,Aggregate,2
46,Original,Nested Loop,2,16,0,Nested Loop,2
46,Original,Gather,3,16,0,Nested Loop,1
46,Original,Nested Loop,4,16,0,Gather,2
46,Original,Parallel Hash Join,5,16,0,Nested Loop,2
46,Original,Hash Join,6,16,0,Parallel Hash Join,2
46,Original,Parallel Seq Scan,7,0,332,Hash Join,0
46,Original,Hash,7,16,0,Hash Join,1
46,Original,Seq Scan,8,16,0,Hash,0
46,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
46,Original,Parallel Hash Join,7,16,0,Parallel Hash,2
46,Original,Hash Join,8,16,0,Parallel Hash Join,2
46,Original,Parallel Seq Scan,9,0,330,Hash Join,0
46,Original,Hash,9,1,335,Hash Join,1
46,Original,Seq Scan,10,0,328,Hash,0
46,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
46,Original,Hash Join,9,16,0,Parallel Hash,2
46,Original,Parallel Seq Scan,10,0,329,Hash Join,0
46,Original,Hash,10,1,334,Hash Join,1
46,Original,Seq Scan,11,0,327,Hash,0
46,Original,Index Scan,5,0,331,Nested Loop,0
46,Original,Index Scan,3,0,326,Nested Loop,0
46,Original,Index Scan,2,0,325,Nested Loop,0
46,Synthetic,Sort,0,0,333,,1
46,Synthetic,GroupAggregate,1,16,0,Sort,1
46,Synthetic,Sort,2,16,0,GroupAggregate,1
46,Synthetic,Nested Loop,3,16,0,Sort,2
46,Synthetic,Nested Loop,4,16,0,Nested Loop,2
46,Synthetic,Gather,5,16,0,Nested Loop,1
46,Synthetic,Parallel Hash Join,6,16,0,Gather,2
46,Synthetic,Parallel Seq Scan,7,0,332,Parallel Hash Join,0
46,Synthetic,Parallel Hash,7,16,0,Parallel Hash Join,1
46,Synthetic,Nested Loop,8,16,0,Parallel Hash,2
46,Synthetic,Parallel Hash Join,9,16,0,Nested Loop,2
46,Synthetic,Hash Join,10,16,0,Parallel Hash Join,2
46,Synthetic,Parallel Seq Scan,11,0,330,Hash Join,0
46,Synthetic,Hash,11,1,335,Hash Join,1
46,Synthetic,Seq Scan,12,0,328,Hash,0
46,Synthetic,Parallel Hash,10,16,0,Parallel Hash Join,1
46,Synthetic,Hash Join,11,16,0,Parallel Hash,2
46,Synthetic,Parallel Seq Scan,12,0,329,Hash Join,0
46,Synthetic,Hash,12,1,334,Hash Join,1
46,Synthetic,Seq Scan,13,0,327,Hash,0
46,Synthetic,Index Scan,9,0,331,Nested Loop,0
46,Synthetic,Index Scan,5,0,326,Nested Loop,0
46,Synthetic,Index Scan,4,0,325,Nested Loop,0
47,Original,Aggregate,0,0,344,,1
47,Original,Nested Loop,1,16,0,Aggregate,2
47,Original,Nested Loop,2,16,0,Nested Loop,2
47,Original,Gather,3,16,0,Nested Loop,1
47,Original,Nested Loop,4,16,0,Gather,2
47,Original,Parallel Hash Join,5,16,0,Nested Loop,2
47,Original,Hash Join,6,16,0,Parallel Hash Join,2
47,Original,Parallel Seq Scan,7,0,343,Hash Join,0
47,Original,Hash,7,16,0,Hash Join,1
47,Original,Seq Scan,8,16,0,Hash,0
47,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
47,Original,Parallel Hash Join,7,16,0,Parallel Hash,2
47,Original,Hash Join,8,16,0,Parallel Hash Join,2
47,Original,Parallel Seq Scan,9,0,341,Hash Join,0
47,Original,Hash,9,1,345,Hash Join,1
47,Original,Seq Scan,10,0,339,Hash,0
47,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
47,Original,Hash Join,9,16,0,Parallel Hash,2
47,Original,Parallel Seq Scan,10,0,340,Hash Join,0
47,Original,Hash,10,1,346,Hash Join,1
47,Original,Seq Scan,11,0,338,Hash,0
47,Original,Index Scan,5,0,342,Nested Loop,0
47,Original,Index Scan,3,0,337,Nested Loop,0
47,Original,Index Scan,2,0,336,Nested Loop,0
47,Synthetic,Sort,0,0,344,,1
47,Synthetic,GroupAggregate,1,16,0,Sort,1
47,Synthetic,Sort,2,16,0,GroupAggregate,1
47,Synthetic,Nested Loop,3,16,0,Sort,2
47,Synthetic,Nested Loop,4,16,0,Nested Loop,2
47,Synthetic,Gather,5,16,0,Nested Loop,1
47,Synthetic,Parallel Hash Join,6,16,0,Gather,2
47,Synthetic,Parallel Seq Scan,7,0,343,Parallel Hash Join,0
47,Synthetic,Parallel Hash,7,16,0,Parallel Hash Join,1
47,Synthetic,Nested Loop,8,16,0,Parallel Hash,2
47,Synthetic,Parallel Hash Join,9,16,0,Nested Loop,2
47,Synthetic,Hash Join,10,16,0,Parallel Hash Join,2
47,Synthetic,Parallel Seq Scan,11,0,341,Hash Join,0
47,Synthetic,Hash,11,1,345,Hash Join,1
47,Synthetic,Seq Scan,12,0,339,Hash,0
47,Synthetic,Parallel Hash,10,16,0,Parallel Hash Join,1
47,Synthetic,Hash Join,11,16,0,Parallel Hash,2
47,Synthetic,Parallel Seq Scan,12,0,340,Hash Join,0
47,Synthetic,Hash,12,1,346,Hash Join,1
47,Synthetic,Seq Scan,13,0,338,Hash,0
47,Synthetic,Index Scan,9,0,342,Nested Loop,0
47,Synthetic,Index Scan,5,0,337,Nested Loop,0
47,Synthetic,Index Scan,4,0,336,Nested Loop,0
48,Original,Aggregate,0,0,352,,1
48,Original,Nested Loop,1,16,0,Aggregate,2
48,Original,Gather,2,16,0,Nested Loop,1
48,Original,Nested Loop,3,16,0,Gather,2
48,Original,Nested Loop,4,16,0,Nested Loop,2
48,Original,Parallel Hash Join,5,16,0,Nested Loop,2
48,Original,Hash Join,6,16,0,Parallel Hash Join,2
48,Original,Parallel Seq Scan,7,0,351,Hash Join,0
48,Original,Hash,7,16,0,Hash Join,1
48,Original,Seq Scan,8,16,0,Hash,0
48,Original,Parallel Hash,6,16,0,Parallel Hash Join,1
48,Original,Parallel Hash Join,7,16,0,Parallel Hash,2
48,Original,Hash Join,8,16,0,Parallel Hash Join,2
48,Original,Parallel Seq Scan,9,0,350,Hash Join,0
48,Original,Hash,9,1,354,Hash Join,1
48,Original,Seq Scan,10,0,348,Hash,0
48,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
48,Original,Hash Join,9,16,0,Parallel Hash,2
48,Original,Parallel Seq Scan,10,0,349,Hash Join,0
48,Original,Hash,10,1,353,Hash Join,1
48,Original,Seq Scan,11,0,347,Hash,0
48,Original,Index Scan,5,16,0,Nested Loop,0
48,Original,Memoize,4,16,0,Nested Loop,1
48,Original,Index Scan,5,16,0,Memoize,0
48,Original,Index Scan,2,16,0,Nested Loop,0
48,Synthetic,GroupAggregate,0,0,352,,1
48,Synthetic,Gather Merge,1,16,0,GroupAggregate,1
48,Synthetic,Sort,2,16,0,Gather Merge,1
48,Synthetic,Parallel Hash Join,3,16,0,Sort,2
48,Synthetic,Parallel Seq Scan,4,0,351,Parallel Hash Join,0
48,Synthetic,Parallel Hash,4,16,0,Parallel Hash Join,1
48,Synthetic,Parallel Hash Join,5,16,0,Parallel Hash,2
48,Synthetic,Hash Join,6,16,0,Parallel Hash Join,2
48,Synthetic,Parallel Seq Scan,7,0,350,Hash Join,0
48,Synthetic,Hash,7,1,354,Hash Join,1
48,Synthetic,Seq Scan,8,0,348,Hash,0
48,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
48,Synthetic,Nested Loop,7,16,0,Parallel Hash,2
48,Synthetic,Hash Join,8,16,0,Nested Loop,2
48,Synthetic,Parallel Seq Scan,9,0,349,Hash Join,0
48,Synthetic,Hash,9,1,353,Hash Join,1
48,Synthetic,Seq Scan,10,0,347,Hash,0
48,Synthetic,Index Only Scan,8,16,0,Nested Loop,0
49,Original,Aggregate,0,0,360,,1
49,Original,Gather,1,16,0,Aggregate,1
49,Original,Nested Loop,2,16,0,Gather,2
49,Original,Parallel Hash Join,3,16,0,Nested Loop,2
49,Original,Parallel Seq Scan,4,0,359,Parallel Hash Join,0
49,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
49,Original,Nested Loop,5,16,0,Parallel Hash,2
49,Original,Nested Loop,6,16,0,Nested Loop,2
49,Original,Parallel Hash Join,7,16,0,Nested Loop,2
49,Original,Hash Join,8,16,0,Parallel Hash Join,2
49,Original,Parallel Seq Scan,9,0,358,Hash Join,0
49,Original,Hash,9,1,361,Hash Join,1
49,Original,Seq Scan,10,0,356,Hash,0
49,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
49,Original,Hash Join,9,16,0,Parallel Hash,2
49,Original,Parallel Seq Scan,10,0,357,Hash Join,0
49,Original,Hash,10,1,362,Hash Join,1
49,Original,Seq Scan,11,0,355,Hash,0
49,Original,Index Scan,7,16,0,Nested Loop,0
49,Original,Memoize,6,16,0,Nested Loop,1
49,Original,Index Scan,7,16,0,Memoize,0
49,Original,Index Scan,3,16,0,Nested Loop,0
49,Synthetic,GroupAggregate,0,0,360,,1
49,Synthetic,Gather Merge,1,16,0,GroupAggregate,1
49,Synthetic,Sort,2,16,0,Gather Merge,1
49,Synthetic,Parallel Hash Join,3,16,0,Sort,2
49,Synthetic,Parallel Seq Scan,4,0,359,Parallel Hash Join,0
49,Synthetic,Parallel Hash,4,16,0,Parallel Hash Join,1
49,Synthetic,Parallel Hash Join,5,16,0,Parallel Hash,2
49,Synthetic,Hash Join,6,16,0,Parallel Hash Join,2
49,Synthetic,Parallel Seq Scan,7,0,358,Hash Join,0
49,Synthetic,Hash,7,1,361,Hash Join,1
49,Synthetic,Seq Scan,8,0,356,Hash,0
49,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
49,Synthetic,Nested Loop,7,16,0,Parallel Hash,2
49,Synthetic,Hash Join,8,16,0,Nested Loop,2
49,Synthetic,Parallel Seq Scan,9,0,357,Hash Join,0
49,Synthetic,Hash,9,1,362,Hash Join,1
49,Synthetic,Seq Scan,10,0,355,Hash,0
49,Synthetic,Index Only Scan,8,16,0,Nested Loop,0
50,Original,Aggregate,0,0,368,,1
50,Original,Gather,1,16,0,Aggregate,1
50,Original,Nested Loop,2,16,0,Gather,2
50,Original,Nested Loop,3,16,0,Nested Loop,2
50,Original,Parallel Hash Join,4,16,0,Nested Loop,2
50,Original,Parallel Seq Scan,5,0,367,Parallel Hash Join,0
50,Original,Parallel Hash,5,16,0,Parallel Hash Join,1
50,Original,Nested Loop,6,16,0,Parallel Hash,2
50,Original,Parallel Hash Join,7,16,0,Nested Loop,2
50,Original,Hash Join,8,16,0,Parallel Hash Join,2
50,Original,Parallel Seq Scan,9,0,366,Hash Join,0
50,Original,Hash,9,1,370,Hash Join,1
50,Original,Seq Scan,10,0,364,Hash,0
50,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
50,Original,Hash Join,9,16,0,Parallel Hash,2
50,Original,Parallel Seq Scan,10,0,365,Hash Join,0
50,Original,Hash,10,1,369,Hash Join,1
50,Original,Seq Scan,11,0,363,Hash,0
50,Original,Index Scan,7,16,0,Nested Loop,0
50,Original,Index Scan,4,16,0,Nested Loop,0
50,Original,Index Scan,3,16,0,Nested Loop,0
50,Synthetic,GroupAggregate,0,0,368,,1
50,Synthetic,Gather Merge,1,16,0,GroupAggregate,1
50,Synthetic,Sort,2,16,0,Gather Merge,1
50,Synthetic,Parallel Hash Join,3,16,0,Sort,2
50,Synthetic,Parallel Seq Scan,4,0,367,Parallel Hash Join,0
50,Synthetic,Parallel Hash,4,16,0,Parallel Hash Join,1
50,Synthetic,Parallel Hash Join,5,16,0,Parallel Hash,2
50,Synthetic,Hash Join,6,16,0,Parallel Hash Join,2
50,Synthetic,Parallel Seq Scan,7,0,366,Hash Join,0
50,Synthetic,Hash,7,1,370,Hash Join,1
50,Synthetic,Seq Scan,8,0,364,Hash,0
50,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
50,Synthetic,Nested Loop,7,16,0,Parallel Hash,2
50,Synthetic,Hash Join,8,16,0,Nested Loop,2
50,Synthetic,Parallel Seq Scan,9,0,365,Hash Join,0
50,Synthetic,Hash,9,1,369,Hash Join,1
50,Synthetic,Seq Scan,10,0,363,Hash,0
50,Synthetic,Index Only Scan,8,16,0,Nested Loop,0
51,Original,Aggregate,0,0,376,,1
51,Original,Gather,1,16,0,Aggregate,1
51,Original,Nested Loop,2,16,0,Gather,2
51,Original,Parallel Hash Join,3,16,0,Nested Loop,2
51,Original,Parallel Seq Scan,4,0,375,Parallel Hash Join,0
51,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
51,Original,Nested Loop,5,16,0,Parallel Hash,2
51,Original,Nested Loop,6,16,0,Nested Loop,2
51,Original,Parallel Hash Join,7,16,0,Nested Loop,2
51,Original,Hash Join,8,16,0,Parallel Hash Join,2
51,Original,Parallel Seq Scan,9,0,374,Hash Join,0
51,Original,Hash,9,1,377,Hash Join,1
51,Original,Seq Scan,10,0,372,Hash,0
51,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
51,Original,Hash Join,9,16,0,Parallel Hash,2
51,Original,Parallel Seq Scan,10,0,373,Hash Join,0
51,Original,Hash,10,1,378,Hash Join,1
51,Original,Seq Scan,11,0,371,Hash,0
51,Original,Index Scan,7,16,0,Nested Loop,0
51,Original,Memoize,6,16,0,Nested Loop,1
51,Original,Index Scan,7,16,0,Memoize,0
51,Original,Index Scan,3,16,0,Nested Loop,0
51,Synthetic,GroupAggregate,0,0,376,,1
51,Synthetic,Gather Merge,1,16,0,GroupAggregate,1
51,Synthetic,Sort,2,16,0,Gather Merge,1
51,Synthetic,Parallel Hash Join,3,16,0,Sort,2
51,Synthetic,Parallel Seq Scan,4,0,375,Parallel Hash Join,0
51,Synthetic,Parallel Hash,4,16,0,Parallel Hash Join,1
51,Synthetic,Parallel Hash Join,5,16,0,Parallel Hash,2
51,Synthetic,Hash Join,6,16,0,Parallel Hash Join,2
51,Synthetic,Parallel Seq Scan,7,0,374,Hash Join,0
51,Synthetic,Hash,7,1,377,Hash Join,1
51,Synthetic,Seq Scan,8,0,372,Hash,0
51,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
51,Synthetic,Nested Loop,7,16,0,Parallel Hash,2
51,Synthetic,Hash Join,8,16,0,Nested Loop,2
51,Synthetic,Parallel Seq Scan,9,0,373,Hash Join,0
51,Synthetic,Hash,9,1,378,Hash Join,1
51,Synthetic,Seq Scan,10,0,371,Hash,0
51,Synthetic,Index Only Scan,8,16,0,Nested Loop,0
52,Original,Finalize Aggregate,0,0,384,,1
52,Original,Gather,1,16,0,Finalize Aggregate,1
52,Original,Partial Aggregate,2,16,0,Gather,1
52,Original,Parallel Hash Join,3,16,0,Partial Aggregate,2
52,Original,Parallel Seq Scan,4,16,0,Parallel Hash Join,0
52,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
52,Original,Nested Loop,5,16,0,Parallel Hash,2
52,Original,Nested Loop,6,16,0,Nested Loop,2
52,Original,Parallel Hash Join,7,16,0,Nested Loop,2
52,Original,Parallel Seq Scan,8,0,382,Parallel Hash Join,0
52,Original,Parallel Hash,8,16,0,Parallel Hash Join,1
52,Original,Nested Loop,9,16,0,Parallel Hash,2
52,Original,Nested Loop,10,16,0,Nested Loop,2
52,Original,Parallel Hash Join,11,16,0,Nested Loop,2
52,Original,Parallel Seq Scan,12,0,381,Parallel Hash Join,0
52,Original,Parallel Hash,12,16,0,Parallel Hash Join,1
52,Original,Hash Join,13,16,0,Parallel Hash,2
52,Original,Parallel Seq Scan,14,0,380,Hash Join,0
52,Original,Hash,14,1,385,Hash Join,1
52,Original,Seq Scan,15,0,379,Hash,0
52,Original,Index Scan,11,16,0,Nested Loop,0
52,Original,Index Only Scan,10,16,0,Nested Loop,0
52,Original,Index Scan,7,16,0,Nested Loop,0
52,Original,Index Only Scan,6,0,383,Nested Loop,0
52,Synthetic,GroupAggregate,0,0,384,,1
52,Synthetic,Gather Merge,1,16,0,GroupAggregate,1
52,Synthetic,Sort,2,16,0,Gather Merge,1
52,Synthetic,Parallel Hash Join,3,16,0,Sort,2
52,Synthetic,Parallel Seq Scan,4,0,382,Parallel Hash Join,0
52,Synthetic,Parallel Hash,4,16,0,Parallel Hash Join,1
52,Synthetic,Parallel Hash Join,5,16,0,Parallel Hash,2
52,Synthetic,Hash Join,6,16,0,Parallel Hash Join,2
52,Synthetic,Parallel Seq Scan,7,0,381,Hash Join,0
52,Synthetic,Hash,7,16,0,Hash Join,1
52,Synthetic,Seq Scan,8,16,0,Hash,0
52,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
52,Synthetic,Nested Loop,7,16,0,Parallel Hash,2
52,Synthetic,Hash Join,8,16,0,Nested Loop,2
52,Synthetic,Parallel Seq Scan,9,0,380,Hash Join,0
52,Synthetic,Hash,9,1,385,Hash Join,1
52,Synthetic,Seq Scan,10,0,379,Hash,0
52,Synthetic,Index Only Scan,8,0,383,Nested Loop,0
53,Original,Finalize Aggregate,0,0,391,,1
53,Original,Gather,1,16,0,Finalize Aggregate,1
53,Original,Partial Aggregate,2,16,0,Gather,1
53,Original,Parallel Hash Join,3,16,0,Partial Aggregate,2
53,Original,Parallel Seq Scan,4,16,0,Parallel Hash Join,0
53,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
53,Original,Nested Loop,5,16,0,Parallel Hash,2
53,Original,Nested Loop,6,16,0,Nested Loop,2
53,Original,Nested Loop,7,16,0,Nested Loop,2
53,Original,Nested Loop,8,16,0,Nested Loop,2
53,Original,Parallel Hash Join,9,16,0,Nested Loop,2
53,Original,Parallel Seq Scan,10,0,389,Parallel Hash Join,0
53,Original,Parallel Hash,10,16,0,Parallel Hash Join,1
53,Original,Parallel Hash Join,11,16,0,Parallel Hash,2
53,Original,Parallel Seq Scan,12,0,388,Parallel Hash Join,0
53,Original,Parallel Hash,12,16,0,Parallel Hash Join,1
53,Original,Hash Join,13,16,0,Parallel Hash,2
53,Original,Parallel Seq Scan,14,0,387,Hash Join,0
53,Original,Hash,14,1,392,Hash Join,1
53,Original,Seq Scan,15,0,386,Hash,0
53,Original,Index Scan,9,16,0,Nested Loop,0
53,Original,Memoize,8,16,0,Nested Loop,1
53,Original,Index Scan,9,16,0,Memoize,0
53,Original,Index Only Scan,7,16,0,Nested Loop,0
53,Original,Index Only Scan,6,0,390,Nested Loop,0
53,Synthetic,GroupAggregate,0,0,391,,1
53,Synthetic,Gather Merge,1,16,0,GroupAggregate,1
53,Synthetic,Sort,2,16,0,Gather Merge,1
53,Synthetic,Parallel Hash Join,3,16,0,Sort,2
53,Synthetic,Parallel Seq Scan,4,0,389,Parallel Hash Join,0
53,Synthetic,Parallel Hash,4,16,0,Parallel Hash Join,1
53,Synthetic,Parallel Hash Join,5,16,0,Parallel Hash,2
53,Synthetic,Hash Join,6,16,0,Parallel Hash Join,2
53,Synthetic,Parallel Seq Scan,7,0,388,Hash Join,0
53,Synthetic,Hash,7,16,0,Hash Join,1
53,Synthetic,Seq Scan,8,16,0,Hash,0
53,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
53,Synthetic,Nested Loop,7,16,0,Parallel Hash,2
53,Synthetic,Hash Join,8,16,0,Nested Loop,2
53,Synthetic,Parallel Seq Scan,9,0,387,Hash Join,0
53,Synthetic,Hash,9,1,392,Hash Join,1
53,Synthetic,Seq Scan,10,0,386,Hash,0
53,Synthetic,Index Only Scan,8,0,390,Nested Loop,0
54,Original,Finalize Aggregate,0,0,398,,1
54,Original,Gather,1,16,0,Finalize Aggregate,1
54,Original,Partial Aggregate,2,16,0,Gather,1
54,Original,Parallel Hash Join,3,16,0,Partial Aggregate,2
54,Original,Parallel Seq Scan,4,16,0,Parallel Hash Join,0
54,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
54,Original,Nested Loop,5,16,0,Parallel Hash,2
54,Original,Parallel Hash Join,6,16,0,Nested Loop,2
54,Original,Parallel Seq Scan,7,0,396,Parallel Hash Join,0
54,Original,Parallel Hash,7,16,0,Parallel Hash Join,1
54,Original,Nested Loop,8,16,0,Parallel Hash,2
54,Original,Nested Loop,9,16,0,Nested Loop,2
54,Original,Nested Loop,10,16,0,Nested Loop,2
54,Original,Parallel Hash Join,11,16,0,Nested Loop,2
54,Original,Parallel Seq Scan,12,0,395,Parallel Hash Join,0
54,Original,Parallel Hash,12,16,0,Parallel Hash Join,1
54,Original,Hash Join,13,16,0,Parallel Hash,2
54,Original,Parallel Seq Scan,14,0,394,Hash Join,0
54,Original,Hash,14,1,399,Hash Join,1
54,Original,Seq Scan,15,0,393,Hash,0
54,Original,Index Scan,11,16,0,Nested Loop,0
54,Original,Index Scan,10,16,0,Nested Loop,0
54,Original,Index Only Scan,9,16,0,Nested Loop,0
54,Original,Index Only Scan,6,0,397,Nested Loop,0
54,Synthetic,GroupAggregate,0,0,398,,1
54,Synthetic,Gather Merge,1,16,0,GroupAggregate,1
54,Synthetic,Sort,2,16,0,Gather Merge,1
54,Synthetic,Parallel Hash Join,3,16,0,Sort,2
54,Synthetic,Parallel Seq Scan,4,0,396,Parallel Hash Join,0
54,Synthetic,Parallel Hash,4,16,0,Parallel Hash Join,1
54,Synthetic,Parallel Hash Join,5,16,0,Parallel Hash,2
54,Synthetic,Hash Join,6,16,0,Parallel Hash Join,2
54,Synthetic,Parallel Seq Scan,7,0,395,Hash Join,0
54,Synthetic,Hash,7,16,0,Hash Join,1
54,Synthetic,Seq Scan,8,16,0,Hash,0
54,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
54,Synthetic,Nested Loop,7,16,0,Parallel Hash,2
54,Synthetic,Hash Join,8,16,0,Nested Loop,2
54,Synthetic,Parallel Seq Scan,9,0,394,Hash Join,0
54,Synthetic,Hash,9,1,399,Hash Join,1
54,Synthetic,Seq Scan,10,0,393,Hash,0
54,Synthetic,Index Only Scan,8,0,397,Nested Loop,0
55,Original,Finalize Aggregate,0,0,405,,1
55,Original,Gather,1,16,0,Finalize Aggregate,1
55,Original,Partial Aggregate,2,16,0,Gather,1
55,Original,Parallel Hash Join,3,16,0,Partial Aggregate,2
55,Original,Parallel Seq Scan,4,16,0,Parallel Hash Join,0
55,Original,Parallel Hash,4,16,0,Parallel Hash Join,1
55,Original,Nested Loop,5,16,0,Parallel Hash,2
55,Original,Parallel Hash Join,6,16,0,Nested Loop,2
55,Original,Parallel Seq Scan,7,0,403,Parallel Hash Join,0
55,Original,Parallel Hash,7,16,0,Parallel Hash Join,1
55,Original,Nested Loop,8,16,0,Parallel Hash,2
55,Original,Nested Loop,9,16,0,Nested Loop,2
55,Original,Parallel Hash Join,10,16,0,Nested Loop,2
55,Original,Parallel Seq Scan,11,0,402,Parallel Hash Join,0
55,Original,Parallel Hash,11,16,0,Parallel Hash Join,1
55,Original,Nested Loop,12,16,0,Parallel Hash,2
55,Original,Hash Join,13,16,0,Nested Loop,2
55,Original,Parallel Seq Scan,14,0,401,Hash Join,0
55,Original,Hash,14,1,406,Hash Join,1
55,Original,Seq Scan,15,0,400,Hash,0
55,Original,Index Scan,13,16,0,Nested Loop,0
55,Original,Index Scan,10,16,0,Nested Loop,0
55,Original,Memoize,9,16,0,Nested Loop,1
55,Original,Index Only Scan,10,16,0,Memoize,0
55,Original,Index Only Scan,6,0,404,Nested Loop,0
55,Synthetic,GroupAggregate,0,0,405,,1
55,Synthetic,Gather Merge,1,16,0,GroupAggregate,1
55,Synthetic,Sort,2,16,0,Gather Merge,1
55,Synthetic,Parallel Hash Join,3,16,0,Sort,2
55,Synthetic,Parallel Seq Scan,4,0,403,Parallel Hash Join,0
55,Synthetic,Parallel Hash,4,16,0,Parallel Hash Join,1
55,Synthetic,Parallel Hash Join,5,16,0,Parallel Hash,2
55,Synthetic,Hash Join,6,16,0,Parallel Hash Join,2
55,Synthetic,Parallel Seq Scan,7,0,402,Hash Join,0
55,Synthetic,Hash,7,16,0,Hash Join,1
55,Synthetic,Seq Scan,8,16,0,Hash,0
55,Synthetic,Parallel Hash,6,16,0,Parallel Hash Join,1
55,Synthetic,Nested Loop,7,16,0,Parallel Hash,2
55,Synthetic,Hash Join,8,16,0,Nested Loop,2
55,Synthetic,Parallel Seq Scan,9,0,401,Hash Join,0
55,Synthetic,Hash,9,1,406,Hash Join,1
55,Synthetic,Seq Scan,10,0,400,Hash,0
55,Synthetic,Index Only Scan,8,0,404,Nested Loop,0
56,Original,Finalize Aggregate,0,0,412,,1
56,Original,Gather,1,16,0,Finalize Aggregate,1
